Incident_ID,Year,Country,Category,Fatality_Count,Witness_Reliability,Circumstances
347,1640,Australia,Scientific Experiment,1,0.67,Details regarding the unusual nature of the event.
348,1503,USA,Mechanical Failure,1,0.35,Details regarding the unusual nature of the event.
349,1519,Germany,Absurd Bad Luck,1,0.94,Details regarding the unusual nature of the event.
350,1999,USA,Animal Related,10,0.92,Details regarding the unusual nature of the event.
351,1713,Italy,Supernatural Claim,1,0.25,Details regarding the unusual nature of the event.
352,1916,USA,Absurd Bad Luck,2,0.34,Details regarding the unusual nature of the event.
353,1830,Egypt,Supernatural Claim,1,0.9,Details regarding the unusual nature of the event.
354,1696,Egypt,Culinary Mishap,1,0.16,Details regarding the unusual nature of the event.
355,2003,USA,Mechanical Failure,1,0.66,Details regarding the unusual nature of the event.
356,1798,Germany,Mechanical Failure,1,0.41,Details regarding the unusual nature of the event.
357,1656,Egypt,Historical Misconception,2,0.26,Details regarding the unusual nature of the event.
358,2005,Egypt,Supernatural Claim,1,0.87,Details regarding the unusual nature of the event.
359,1882,Italy,Culinary Mishap,1,0.52,Details regarding the unusual nature of the event.
360,1776,Japan,Culinary Mishap,1,0.64,Details regarding the unusual nature of the event.
361,1542,Brazil,Scientific Experiment,1,0.17,Details regarding the unusual nature of the event.
362,1567,United Kingdom,Scientific Experiment,1,0.34,Details regarding the unusual nature of the event.
363,1897,United Kingdom,Historical Misconception,2,0.5,Details regarding the unusual nature of the event.
364,1984,USA,Historical Misconception,2,0.76,Details regarding the unusual nature of the event.
365,1964,Brazil,Mechanical Failure,1,0.66,Details regarding the unusual nature of the event.
366,1885,USA,Scientific Experiment,1,0.26,Details regarding the unusual nature of the event.
367,2011,Italy,Animal Related,1,0.79,Details regarding the unusual nature of the event.
368,1735,Russia,Animal Related,1,0.92,Details regarding the unusual nature of the event.
369,1585,Japan,Culinary Mishap,1,0.4,Details regarding the unusual nature of the event.
370,1545,Australia,Supernatural Claim,1,0.78,Details regarding the unusual nature of the event.
371,1966,Russia,Animal Related,10,0.86,Details regarding the unusual nature of the event.
372,1911,Italy,Absurd Bad Luck,1,0.99,Details regarding the unusual nature of the event.
373,1947,Germany,Historical Misconception,1,0.45,Details regarding the unusual nature of the event.
374,1668,USA,Historical Misconception,1,0.36,Details regarding the unusual nature of the event.
375,1703,Egypt,Scientific Experiment,1,0.16,Details regarding the unusual nature of the event.
376,1625,Japan,Mechanical Failure,1,0.87,Details regarding the unusual nature of the event.
377,1900,Russia,Animal Related,1,0.73,Details regarding the unusual nature of the event.
378,1692,Egypt,Historical Misconception,1,0.99,Details regarding the unusual nature of the event.
379,1804,Brazil,Historical Misconception,1,0.6,Details regarding the unusual nature of the event.
380,2010,Brazil,Scientific Experiment,50,0.92,Details regarding the unusual nature of the event.
381,1954,Russia,Supernatural Claim,1,0.26,Details regarding the unusual nature of the event.
382,1858,USA,Historical Misconception,1,0.51,Details regarding the unusual nature of the event.
383,1753,Germany,Supernatural Claim,2,0.73,Details regarding the unusual nature of the event.
384,1890,United Kingdom,Supernatural Claim,1,0.15,Details regarding the unusual nature of the event.
385,1744,United Kingdom,Mechanical Failure,1,0.38,Details regarding the unusual nature of the event.
386,1863,Germany,Historical Misconception,10,0.58,Details regarding the unusual nature of the event.
387,1987,Brazil,Culinary Mishap,1,0.92,Details regarding the unusual nature of the event.
388,1846,United Kingdom,Historical Misconception,1,0.45,Details regarding the unusual nature of the event.
389,1654,Australia,Scientific Experiment,3,0.82,Details regarding the unusual nature of the event.
390,1929,Italy,Scientific Experiment,1,0.42,Details regarding the unusual nature of the event.
391,1971,USA,Scientific Experiment,1,0.43,Details regarding the unusual nature of the event.
392,1742,Egypt,Historical Misconception,3,0.79,Details regarding the unusual nature of the event.
393,2003,Russia,Animal Related,1,0.83,Details regarding the unusual nature of the event.
394,1510,United Kingdom,Historical Misconception,3,0.76,Details regarding the unusual nature of the event.
395,1525,Italy,Absurd Bad Luck,1,0.37,Details regarding the unusual nature of the event.
396,1566,Brazil,Animal Related,2,0.46,Details regarding the unusual nature of the event.
397,2017,Australia,Culinary Mishap,1,0.82,Details regarding the unusual nature of the event.
398,1868,Italy,Supernatural Claim,1,0.79,Details regarding the unusual nature of the event.
399,1737,Russia,Animal Related,1,0.47,Details regarding the unusual nature of the event.
400,1670,Egypt,Animal Related,50,0.23,Details regarding the unusual nature of the event.
401,1989,Australia,Historical Misconception,1,0.38,Details regarding the unusual nature of the event.
402,2018,Japan,Culinary Mishap,1,1.0,Details regarding the unusual nature of the event.
403,1999,Japan,Scientific Experiment,1,0.98,Details regarding the unusual nature of the event.
404,1824,Japan,Culinary Mishap,1,0.54,Details regarding the unusual nature of the event.
405,1815,Italy,Culinary Mishap,1,0.65,Details regarding the unusual nature of the event.
406,1857,Russia,Historical Misconception,1,0.7,Details regarding the unusual nature of the event.
407,1780,Russia,Absurd Bad Luck,2,0.2,Details regarding the unusual nature of the event.
408,1737,Australia,Scientific Experiment,10,0.6,Details regarding the unusual nature of the event.
409,2025,USA,Absurd Bad Luck,3,1.0,Details regarding the unusual nature of the event.
410,1836,Brazil,Absurd Bad Luck,2,0.67,Details regarding the unusual nature of the event.
411,1812,USA,Historical Misconception,1,0.64,Details regarding the unusual nature of the event.
412,1966,Italy,Culinary Mishap,1,0.88,Details regarding the unusual nature of the event.
413,1801,Egypt,Scientific Experiment,1,0.26,Details regarding the unusual nature of the event.
414,1656,Australia,Culinary Mishap,1,0.28,Details regarding the unusual nature of the event.
415,1915,Australia,Animal Related,1,0.63,Details regarding the unusual nature of the event.
416,1618,United Kingdom,Animal Related,3,0.8,Details regarding the unusual nature of the event.
417,1816,United Kingdom,Historical Misconception,50,1.0,Details regarding the unusual nature of the event.
418,1671,Egypt,Scientific Experiment,2,0.26,Details regarding the unusual nature of the event.
419,1936,Australia,Animal Related,1,0.72,Details regarding the unusual nature of the event.
420,1691,Germany,Animal Related,1,0.59,Details regarding the unusual nature of the event.
421,2020,Italy,Supernatural Claim,1,0.56,Details regarding the unusual nature of the event.
422,1813,Russia,Culinary Mishap,1,0.53,Details regarding the unusual nature of the event.
423,1710,Russia,Supernatural Claim,1,0.85,Details regarding the unusual nature of the event.
424,1605,Russia,Culinary Mishap,1,0.77,Details regarding the unusual nature of the event.
425,1510,United Kingdom,Animal Related,1,0.33,Details regarding the unusual nature of the event.
426,1814,Russia,Mechanical Failure,1,0.93,Details regarding the unusual nature of the event.
427,1857,Australia,Historical Misconception,1,0.86,Details regarding the unusual nature of the event.
428,1787,Germany,Mechanical Failure,1,0.82,Details regarding the unusual nature of the event.
429,1581,Egypt,Historical Misconception,1,0.65,Details regarding the unusual nature of the event.
430,1955,Brazil,Scientific Experiment,1,0.69,Details regarding the unusual nature of the event.
431,1772,USA,Supernatural Claim,50,0.57,Details regarding the unusual nature of the event.
432,1641,Japan,Animal Related,1,0.29,Details regarding the unusual nature of the event.
433,1518,Egypt,Scientific Experiment,1,0.93,Details regarding the unusual nature of the event.
434,1882,Japan,Absurd Bad Luck,1,0.91,Details regarding the unusual nature of the event.
435,1502,Russia,Mechanical Failure,1,0.99,Details regarding the unusual nature of the event.
436,1503,Egypt,Absurd Bad Luck,1,0.57,Details regarding the unusual nature of the event.
437,1995,Russia,Historical Misconception,1,0.76,Details regarding the unusual nature of the event.
438,1695,Germany,Absurd Bad Luck,1,0.45,Details regarding the unusual nature of the event.
439,1552,Australia,Supernatural Claim,1,0.84,Details regarding the unusual nature of the event.
440,1900,Japan,Absurd Bad Luck,1,0.92,Details regarding the unusual nature of the event.
441,1563,United Kingdom,Historical Misconception,1,0.35,Details regarding the unusual nature of the event.
442,1887,Italy,Historical Misconception,1,0.21,Details regarding the unusual nature of the event.
443,1823,Germany,Supernatural Claim,1,0.45,Details regarding the unusual nature of the event.
444,1772,Russia,Absurd Bad Luck,1,0.28,Details regarding the unusual nature of the event.
445,1528,United Kingdom,Historical Misconception,1,0.96,Details regarding the unusual nature of the event.
446,1880,Egypt,Mechanical Failure,2,0.12,Details regarding the unusual nature of the event.
447,1870,USA,Animal Related,2,0.18,Details regarding the unusual nature of the event.
448,1957,Germany,Animal Related,1,0.29,Details regarding the unusual nature of the event.
449,1769,Germany,Absurd Bad Luck,2,0.87,Details regarding the unusual nature of the event.
450,1754,Australia,Absurd Bad Luck,1,0.74,Details regarding the unusual nature of the event.
451,1582,USA,Scientific Experiment,3,0.4,Details regarding the unusual nature of the event.
452,1754,USA,Historical Misconception,1,0.47,Details regarding the unusual nature of the event.
453,1999,Germany,Scientific Experiment,1,0.78,Details regarding the unusual nature of the event.
454,1645,Italy,Absurd Bad Luck,1,0.59,Details regarding the unusual nature of the event.
455,1738,United Kingdom,Absurd Bad Luck,1,0.97,Details regarding the unusual nature of the event.
456,1696,Japan,Absurd Bad Luck,10,0.19,Details regarding the unusual nature of the event.
457,1732,United Kingdom,Scientific Experiment,1,0.84,Details regarding the unusual nature of the event.
458,1569,Russia,Mechanical Failure,1,0.55,Details regarding the unusual nature of the event.
459,1956,Japan,Supernatural Claim,1,0.5,Details regarding the unusual nature of the event.
460,1631,Brazil,Scientific Experiment,1,0.52,Details regarding the unusual nature of the event.
461,1690,Brazil,Culinary Mishap,1,0.89,Details regarding the unusual nature of the event.
462,1703,Italy,Culinary Mishap,1,0.17,Details regarding the unusual nature of the event.
463,1694,Australia,Scientific Experiment,1,0.83,Details regarding the unusual nature of the event.
464,1934,Italy,Culinary Mishap,2,0.24,Details regarding the unusual nature of the event.
465,1640,Egypt,Culinary Mishap,1,0.33,Details regarding the unusual nature of the event.
466,1848,USA,Animal Related,1,0.84,Details regarding the unusual nature of the event.
467,1903,Australia,Scientific Experiment,2,0.48,Details regarding the unusual nature of the event.
468,1800,Australia,Supernatural Claim,1,0.36,Details regarding the unusual nature of the event.
469,1717,USA,Supernatural Claim,1,0.8,Details regarding the unusual nature of the event.
470,1588,Egypt,Absurd Bad Luck,1,0.31,Details regarding the unusual nature of the event.
471,1641,Egypt,Culinary Mishap,1,0.98,Details regarding the unusual nature of the event.
472,1940,United Kingdom,Supernatural Claim,1,0.19,Details regarding the unusual nature of the event.
473,1815,Japan,Mechanical Failure,2,0.72,Details regarding the unusual nature of the event.
474,1646,Egypt,Scientific Experiment,1,0.62,Details regarding the unusual nature of the event.
475,1772,Russia,Historical Misconception,1,0.29,Details regarding the unusual nature of the event.
476,1573,Russia,Historical Misconception,2,0.7,Details regarding the unusual nature of the event.
477,1554,Egypt,Historical Misconception,1,0.79,Details regarding the unusual nature of the event.
478,1698,Brazil,Supernatural Claim,10,0.55,Details regarding the unusual nature of the event.
479,1790,Italy,Mechanical Failure,1,0.97,Details regarding the unusual nature of the event.
480,1759,USA,Scientific Experiment,2,0.14,Details regarding the unusual nature of the event.
481,1614,Russia,Supernatural Claim,2,0.89,Details regarding the unusual nature of the event.
482,1548,Italy,Animal Related,50,0.15,Details regarding the unusual nature of the event.
483,1634,USA,Absurd Bad Luck,1,0.83,Details regarding the unusual nature of the event.
484,1725,Japan,Animal Related,50,0.67,Details regarding the unusual nature of the event.
